racer_id,st_std_dev,nat_win_rate,RacerID,nige_count,makuri_count,sashi_count
4232,0.08919210059140964,3.99,4232.0,105.0,142.0,45.0
4233,0.07119829927170136,5.67,4233.0,394.0,242.0,134.0
4234,0.09261067455263908,4.46,4234.0,159.0,139.0,66.0
4235,0.08872499204748635,5.32,4235.0,174.0,121.0,100.0
4236,0.06296467946289036,6.62,4236.0,783.0,590.0,182.0
4237,0.076951299398141,6.36,4237.0,711.0,423.0,204.0
4238,0.07240505852571973,6.5,4238.0,752.0,465.0,222.0
4239,0.07289969020404549,5.85,4239.0,534.0,333.0,173.0
4240,0.07163173038439992,4.96,4240.0,233.0,231.0,81.0
4241,0.07545670963349745,5.2,4241.0,348.0,176.0,98.0
4243,0.08763955731419174,5.07,4243.0,247.0,196.0,87.0
4244,0.07210898647895776,4.67,4244.0,222.0,166.0,81.0
4245,0.08192741927847383,4.53,4245.0,141.0,109.0,81.0
4246,0.07746450463337973,4.16,4246.0,106.0,77.0,54.0
4247,0.07791059008367279,5.21,4247.0,260.0,190.0,135.0
4248,0.08685582219958637,4.33,4248.0,153.0,120.0,37.0
4249,0.0893837330548258,3.7,4249.0,65.0,115.0,7.0
4250,0.08449945492795237,4.23,4250.0,85.0,99.0,58.0
4251,0.08216005976787817,4.27,4251.0,176.0,106.0,80.0
4252,0.0818633968070421,4.33,4252.0,138.0,194.0,39.0
4253,0.07966293701528672,4.71,4253.0,210.0,123.0,116.0
4254,0.06906852642323551,5.62,4254.0,466.0,298.0,167.0
4255,0.12829578987325327,2.6,0.0,0.0,0.0,0.0
4256,0.06886219335468988,6.42,4256.0,712.0,388.0,246.0
4257,0.07159855517482928,5.12,4257.0,278.0,299.0,111.0
4258,0.07936017645764258,4.88,4258.0,220.0,144.0,88.0
4259,0.06418396964904734,5.77,4259.0,581.0,257.0,194.0
4260,0.08010047499453346,5.74,4260.0,502.0,308.0,177.0
4261,0.07148713209736828,5.87,4261.0,577.0,398.0,129.0
4262,0.06656192044381293,6.3,4262.0,752.0,476.0,275.0
4263,0.07948046753499055,5.32,4263.0,375.0,160.0,158.0
4264,0.0662374315028473,5.98,4264.0,533.0,289.0,179.0
4265,0.09799987600679017,3.71,4265.0,40.0,66.0,15.0
4266,0.06719047420710723,6.07,4266.0,642.0,376.0,185.0
4267,0.08637213740562996,3.02,0.0,0.0,0.0,0.0
4268,0.07340671392319789,4.14,4268.0,106.0,117.0,35.0
4269,0.06669197845329913,6.13,4269.0,647.0,382.0,180.0
4270,0.09065919694078979,4.68,4270.0,215.0,185.0,62.0
4271,0.07628376277441629,4.95,4271.0,257.0,185.0,104.0
4272,0.06730503868549087,5.11,4272.0,273.0,168.0,111.0
4273,0.07729924786087344,5.06,4273.0,207.0,216.0,85.0
4274,0.07898292028470924,4.78,4274.0,261.0,132.0,123.0
4275,0.08842248725749452,3.78,4275.0,53.0,63.0,38.0
4276,0.08012060283063996,5.97,4276.0,498.0,444.0,173.0
4277,0.08192156947189429,4.38,4277.0,190.0,235.0,59.0
4278,0.06307296288122358,6.16,4278.0,602.0,377.0,230.0
4279,0.09578286812682893,2.61,0.0,0.0,0.0,0.0
4280,0.09776312707718124,3.31,4280.0,35.0,44.0,12.0
4281,0.0744915053968045,5.19,4281.0,308.0,227.0,98.0
4282,0.09537687886235963,3.81,4282.0,48.0,88.0,22.0
4283,0.09103440900979093,3.69,4283.0,53.0,32.0,26.0
4284,0.09868627798471533,3.75,4284.0,47.0,81.0,28.0
4285,0.09030474388057369,4.25,4285.0,121.0,89.0,49.0
4286,0.06978811503268356,5.21,4286.0,370.0,262.0,101.0
4287,0.06157575217552326,6.26,4287.0,722.0,465.0,273.0
4288,0.06718539891439596,6.18,4288.0,639.0,434.0,165.0
4289,0.07825828826910905,5.54,4289.0,424.0,228.0,127.0
4290,0.07341835539218228,6.33,4290.0,615.0,513.0,192.0
4291,0.09317823133280517,3.56,4291.0,13.0,72.0,13.0
4292,0.070422679423523,5.86,4292.0,467.0,375.0,171.0
4293,0.07033255781034403,4.88,4293.0,286.0,173.0,82.0
4294,0.07892864683831773,6.31,4294.0,606.0,385.0,232.0
4295,0.0741733196456144,6.26,4295.0,609.0,357.0,207.0
4296,0.06730430794683658,6.42,4296.0,652.0,435.0,229.0
4297,0.05664684343989029,6.16,4297.0,617.0,633.0,164.0
4298,0.07047915514981895,5.38,4298.0,281.0,221.0,94.0
4299,0.0790291097278419,4.29,4299.0,129.0,106.0,59.0
4300,0.09226319059371622,4.58,4300.0,194.0,78.0,118.0
4301,0.07939142598844047,5.09,4301.0,345.0,199.0,113.0
4302,0.07177378238086267,5.67,4302.0,554.0,307.0,126.0
4303,0.07400661151056818,5.0,4303.0,291.0,177.0,110.0
4304,0.075168305121176,5.5,4304.0,283.0,199.0,101.0
4305,0.06877505861207424,5.95,4305.0,480.0,331.0,191.0
4306,0.08789878719066017,4.57,4306.0,180.0,187.0,64.0
4307,0.0991935827212915,3.51,4307.0,47.0,54.0,27.0
4308,0.06483042339024526,6.04,4308.0,550.0,360.0,143.0
4309,0.0892799248790704,3.91,4309.0,39.0,49.0,25.0
4310,0.08076306922533587,3.62,4310.0,94.0,84.0,16.0
4311,0.07921451513957033,6.05,4311.0,571.0,345.0,158.0
4312,0.09515433667675466,2.64,0.0,0.0,0.0,0.0
4313,0.08878683495062746,5.23,4313.0,288.0,223.0,59.0
4314,0.07367331548399067,5.42,4314.0,356.0,365.0,118.0
4315,0.07616101423442752,4.53,4315.0,213.0,159.0,74.0
4316,0.07542694426984212,5.35,4316.0,302.0,241.0,103.0
4317,0.08551714795703025,4.07,4317.0,112.0,116.0,44.0
4318,0.06605133780151956,5.3,4318.0,285.0,210.0,144.0
4319,0.08145287634777097,5.33,4319.0,395.0,170.0,154.0
4320,0.062110792659599595,6.95,4320.0,829.0,492.0,287.0
4321,0.08102023568146431,4.76,4321.0,153.0,162.0,75.0
4322,0.09478188862284356,3.6,4322.0,64.0,72.0,14.0
4323,0.0865975942951186,5.01,4323.0,247.0,298.0,74.0
4324,0.06934003238859544,6.16,4324.0,732.0,414.0,176.0
4325,0.0719182431341748,4.52,4325.0,187.0,133.0,80.0
4326,0.08910716204059266,2.54,0.0,0.0,0.0,0.0
4327,0.08361696690820412,4.52,4327.0,155.0,170.0,60.0
4328,0.09786612337215643,2.66,0.0,0.0,0.0,0.0
4329,0.08468884208334915,4.6,4329.0,130.0,110.0,83.0
4330,0.06756262947696673,5.97,4330.0,554.0,349.0,181.0
4331,0.07607903791103292,5.14,4331.0,321.0,212.0,107.0
4332,0.08369300560479496,4.21,4332.0,107.0,93.0,59.0
4333,0.08355020608442536,4.38,4333.0,183.0,169.0,63.0
4334,0.10133983045281975,2.97,4334.0,26.0,35.0,11.0
4335,0.062029185709735306,6.19,4335.0,523.0,363.0,165.0
4336,0.07887269637325169,5.12,4336.0,345.0,215.0,108.0
4337,0.06413767660947947,6.18,4337.0,568.0,352.0,224.0
4338,0.08308525900267516,3.51,4338.0,44.0,79.0,6.0
4339,0.08319285906135471,3.69,4339.0,58.0,55.0,39.0
4340,0.08860099080187743,4.41,4340.0,183.0,123.0,57.0
4341,0.10070844386522725,2.94,4341.0,7.0,13.0,6.0
4342,0.06729322514962559,6.11,4342.0,524.0,402.0,144.0
4343,0.07468665659110124,4.09,4343.0,121.0,93.0,37.0
4344,0.06804628709022215,6.44,4344.0,669.0,311.0,192.0
4345,0.0828486702379469,4.31,4345.0,145.0,129.0,49.0
4346,0.07634814414070283,4.37,4346.0,141.0,208.0,42.0
4347,0.07397223652928334,5.94,4347.0,301.0,246.0,105.0
4348,0.07557556893577785,5.36,4348.0,335.0,135.0,114.0
4349,0.0855940569107947,4.73,4349.0,157.0,146.0,60.0
4350,0.06757193063676405,6.46,4350.0,701.0,445.0,171.0
4351,0.08072057620269676,5.84,4351.0,502.0,327.0,135.0
4352,0.07522041053377419,6.08,4352.0,528.0,287.0,106.0
4353,0.08782070996826306,4.11,4353.0,106.0,121.0,53.0
4354,0.09301331915598447,3.74,4354.0,34.0,60.0,34.0
4355,0.08055093266513078,4.04,4355.0,112.0,65.0,54.0
4356,0.07815455094637824,5.73,4356.0,477.0,198.0,118.0
4357,0.08092953930579111,6.03,4357.0,503.0,323.0,147.0
4358,0.07568819082141078,4.75,4358.0,304.0,184.0,102.0
4359,0.07060487857987528,5.12,4359.0,320.0,209.0,73.0
4360,0.08320569357617486,4.9,4360.0,211.0,167.0,117.0
4361,0.06880544652383067,6.14,4361.0,626.0,365.0,178.0
4362,0.0666625432150481,6.15,4362.0,580.0,317.0,190.0
4363,0.07271067045501813,5.35,4363.0,347.0,268.0,112.0
4364,0.0626177663099368,6.35,4364.0,720.0,477.0,201.0
4365,0.08075715224133237,4.75,4365.0,217.0,258.0,63.0
4366,0.06833091373186076,6.15,4366.0,528.0,359.0,136.0
4367,0.09244699973630638,4.89,4367.0,160.0,138.0,59.0
4368,0.08356571445523094,4.75,4368.0,213.0,181.0,56.0
4369,0.07933048667030539,5.66,4369.0,456.0,312.0,143.0
4370,0.0772019909147918,6.16,4370.0,549.0,409.0,184.0
4371,0.06706953820364704,6.29,4371.0,706.0,305.0,222.0
4372,0.07719801959471223,5.3,4372.0,267.0,134.0,84.0
4373,0.09175588185980472,4.96,4373.0,148.0,110.0,79.0
4374,0.0711294694805905,4.09,4374.0,140.0,99.0,48.0
4375,0.0785121124559083,5.01,4375.0,256.0,181.0,74.0
4376,0.06445935114253358,5.6,4376.0,410.0,242.0,136.0
4377,0.07729829674898471,5.58,4377.0,382.0,184.0,134.0
4378,0.08340624035785026,5.13,4378.0,130.0,113.0,67.0
4379,0.07810862311328322,5.48,4379.0,318.0,211.0,111.0
4380,0.07983323935294077,4.32,4380.0,158.0,147.0,34.0
4381,0.08176753372461229,5.09,4381.0,221.0,193.0,59.0
4382,0.07392168626163075,4.87,4382.0,200.0,112.0,67.0
4383,0.07683190984135727,4.71,4383.0,210.0,103.0,84.0
4384,0.07465097355618801,5.96,4384.0,529.0,216.0,212.0
4385,0.08812847592694953,3.78,4385.0,56.0,74.0,17.0
4386,0.08078902613201235,4.05,0.0,0.0,0.0,0.0
4387,0.06674251125520264,6.34,4387.0,496.0,322.0,193.0
4388,0.08010421113949986,5.68,4388.0,443.0,266.0,169.0
4389,0.06996573222363939,4.9,4389.0,184.0,114.0,57.0
4390,0.07848180629628425,4.17,4390.0,86.0,119.0,39.0
4391,0.07392333651908589,6.29,4391.0,596.0,328.0,191.0
4392,0.08507037325374375,3.98,0.0,0.0,0.0,0.0
4393,0.082777051144018,4.61,4393.0,147.0,79.0,59.0
4394,0.08100291399815585,4.76,4394.0,168.0,118.0,75.0
4395,0.08609946617203516,4.88,4395.0,185.0,138.0,73.0
4396,0.07929628191500615,4.98,4396.0,214.0,126.0,89.0
